timestamp_index,ambient_temp_c,process_temp_c,ambient_humidity_pct,pressure_kpa,airflow_rate_m3h,fan_speed_rpm,exhaust_damper_pct,intake_damper_pct,heater_power_kw,chiller_load_pct,vibration_axis1_mm_s,vibration_axis2_mm_s,vibration_axis3_mm_s,vibration_axis4_mm_s,vibration_axis5_mm_s,vibration_axis6_mm_s,vibration_axis7_mm_s,vibration_axis8_mm_s,vibration_axis9_mm_s,vibration_axis10_mm_s,vibration_axis11_mm_s,vibration_axis12_mm_s,vibration_axis13_mm_s,vibration_axis14_mm_s,vibration_axis15_mm_s,vibration_axis16_mm_s,vibration_axis17_mm_s,vibration_axis18_mm_s,vibration_axis19_mm_s,vibration_axis20_mm_s,gas_raw_sensor1_mv,gas_raw_sensor2_mv,gas_raw_sensor3_mv,gas_raw_sensor4_mv,gas_raw_sensor5_mv,gas_raw_sensor6_mv,gas_raw_sensor7_mv,gas_raw_sensor8_mv,gas_raw_sensor9_mv,gas_raw_sensor10_mv,room_occupancy_index,process_load_index,leak_risk_score,o2_pct,co2_ppm,co_ppm
2025-01-01 00:00:00,25.241785382528082,30.304961271909185,49.57204215610223,101.0848651753116,527.8628998133455,1225.6310293120473,78.23080303766798,70.38272593128998,28.95669780541756,1.5922516513863116,1.9437845665396414,2.316924203958556,2.875557772886475,1.6588745639264229,2.313956217391996,2.7236011118720325,3.1314444980616813,2.4241852490659337,1.2100997489015861,2.354964813924924,2.4249855217179,2.550991376767195,3.652952035843102,2.934794196878939,3.342706456619865,2.996426867198671,3.8697380735848146,1.6273479417063348,3.3257917519686986,2.8060338512315885,403.3485517558951,440.725052734707,404.2994047718728,416.1426482098094,427.49940033871775,478.6424246540924,452.09840903950135,501.178191177798,442.36886911019104,430.5756462402337,0.5161083675910211,0.8994994195847748,-0.05369366991803734,19.405688932223867,1468.8003657568952,25.308168489251464
2025-01-01 00:01:00,23.654339247072038,30.186343566464583,52.55600429557078,101.25101614438954,522.6658874028533,1201.8383145947312,81.71506286266543,60.45314543438213,6.41614610009327,5.1211792215853595,2.3964618904076835,1.7965223957812628,2.2555540080249985,3.173934192828326,2.5582912118719427,2.1608207939494815,2.5154920653000503,2.4184875521277442,2.891490384010507,2.8434033761457367,3.2272240353084176,2.061929911982407,2.4504965542645043,2.876130704112858,2.169763846199712,3.4284474552078064,2.259641683737142,1.8569899638187743,2.058762931826271,2.1190806041461663,423.9701544209774,414.83869691180234,373.10513481529466,443.69221588656194,430.809570393383,458.58087375831536,437.99977571282966,454.78206722447214,477.6951600797544,472.26046426757955,0.7629081495223979,0.5281123130249379,0.14778753869966987,19.354849897722108,1425.959450703938,9.019136718155856
2025-01-01 00:02:00,25.61922134525173,24.81742730947994,50.22095151163886,101.39644231788137,425.0784123355607,1135.3267400373952,50.32752966408724,56.95160562674689,19.627429071336287,91.1615862271614,1.3648273881604893,1.399689350397677,2.529675007305928,1.5451554735728608,1.1001485817797367,1.9885319951803266,2.838718117948256,2.998402972504834,2.544522998608906,2.3468194644147555,2.0000637655750877,2.393214214307764,2.427924156205492,2.399032042871102,2.8249448275976947,2.6428256239937875,2.8646625511366093,2.256836358250208,2.412800266327988,2.468065891281045,394.3743903467983,447.2474460806628,383.7295181262121,468.1635994168297,496.86887611975646,453.00968901080745,470.6224428259111,420.46198845580074,469.0325837623889,507.01471491839925,0.12187948950535077,0.5730514712248326,-0.29057335175286975,20.309590389893124,1034.4358952211535,17.71758368137321
2025-01-01 00:03:00,27.807574641020064,30.67963923319425,55.88334437556895,102.72029219246927,546.3667377410991,1199.621000872832,46.228161450882624,60.28948290947477,27.197695232051643,35.83787296697961,1.272220618038015,2.7284083121654374,1.5582767521453484,1.8243298363201113,1.7454151958780475,1.9356652255969946,2.5858590529626375,2.4999850906611267,4.005635225745388,2.606763475393032,2.9822286260147135,2.4975797183279953,2.1346362075036134,3.129985650860396,1.8116163311125888,3.260815638161753,2.126401541828109,2.7401358797649675,4.186274018914624,2.7687295230377207,367.370872719586,442.93209953382865,444.36961723305757,480.9887274950522,485.4313061401332,519.499215373996,458.4141825187867,475.6949648487158,460.7751596884168,489.4475505853048,0.5010446157267641,1.0,0.34893661029677453,19.10603213541484,1516.5010374834828,24.365411596709514
2025-01-01 00:04:00,23.41461656319166,34.93131632728698,64.5774282516953,100.17917403726989,380.79338595387054,1273.6262438239416,62.88892629132755,60.889471859352184,13.859002951330838,29.82325275453267,2.1573676326138944,2.4928983449465267,2.4961472570550627,2.2077475349372926,2.6395129284623877,2.4319744980028495,1.8420636229883396,2.811010890430765,3.8268596683647784,2.4368207700171847,2.724409632632217,3.377063864354979,2.3820138052604145,2.482231269011546,2.800249090600275,3.1224523361653143,3.001515568600569,1.4874629871016476,2.985700354052858,3.40041801946842,414.2036222668746,424.18119066603214,398.4897876738916,450.8302165988905,420.1654966449143,421.0806623854515,502.7711624449762,463.0215964711546,547.1673316426625,491.3894333151608,0.8775736313843296,1.0,-0.31911962317777426,18.551034591844676,2033.1756159959075,14.289264292605361
2025-01-01 00:05:00,23.41465760762705,26.90307152369282,48.831662742870364,100.030479512731,447.6652539391737,1181.075680653174,24.058211224053913,73.60182969431719,9.505326794859739,41.65457233451677,0.8441347289229815,2.064258979690788,2.0608485244315764,1.8249054847283637,1.708820922496717,2.3701644790176495,2.4989355154360315,2.6680059778651475,1.391516321573417,3.163044509846127,2.999235494385952,1.7455002834352753,1.8922815221458051,2.0512302178326056,2.077805666706379,2.44546424669477,1.5832366348444737,1.952650489491788,2.764978697715137,2.32426188876865,400.34129338374396,446.52601854820955,475.6310025695246,505.2419237656263,433.29710389700176,405.926911641437,412.3264620058652,495.28590155174106,605.1797226211321,530.1612708419441,0.1139558996760951,0.6591693064533736,-0.5081349651342668,20.093278171544682,1086.1603597368514,9.949642010511763
2025-01-01 00:06:00,27.948032038768478,36.19393060420237,63.00656398214731,103.15492961321446,340.07297496817534,1262.9651445345412,68.3926212397318,66.76574191205063,20.006131956196242,40.95715801973541,1.04029623721148,3.5291608386587967,2.3293094196667585,2.487078340194689,2.744909263074237,2.3325856206408795,2.150606103354085,2.572135559431853,3.278873107380666,2.6027468925606305,2.3626850641934474,3.031814156285057,2.3731830479259375,2.2362172078737808,2.59177589334875,2.6347382607560945,2.94618322533025,2.084626192746407,2.3251431551704544,2.7468197969541897,437.721912295636,431.56248901975306,518.3070721085675,399.4406019446404,461.9553420400217,398.4079160938826,427.266696124938,468.39130074097784,447.2620060319871,524.4061353072766,0.9500132355423063,0.7026549921080473,0.41048204122939413,18.534424027410655,1932.5209766658797,18.33830473702316
2025-01-01 00:07:00,25.918586822882272,33.95109928433735,48.746623421224896,100.60603288717805,624.6901213570252,1074.499683236543,74.76013237640728,87.01199740774477,0.9429541944235875,23.84932756895768,3.1331479975763785,2.2410330593451846,1.911493014015393,1.7013531106117168,2.4224746926476386,1.7210922683312928,1.7124733389749212,2.9529823290641377,2.215775708287595,1.5165635860969058,3.1698911177504936,3.0555409333546133,2.224755828404219,1.6769337522909846,3.233678315351469,3.6950268698875606,3.2591996021704532,2.6178985184629306,3.37665506191669,2.2774037140535395,359.64574018634,428.68493784619506,379.1965928816157,442.9896056105395,475.72471701231314,456.4533556726733,515.0359360867689,448.2060806054912,531.914097687488,509.8838548770922,0.6654482713995837,0.604946770154125,-0.1911693223619741,19.33389921612794,1235.3790446505634,3.6983773050615314
2025-01-01 00:08:00,22.82631403516262,29.063066712115848,48.218982300024926,99.4054469696344,481.47604048437637,1109.4159523281442,47.820934908002016,86.35741126395033,10.804816516001221,9.182800958495086,2.9796375388512866,1.8261187492170912,2.023415519978652,1.539392964396153,1.546782455472725,1.6847894140746242,2.901737244731388,2.8812324006188064,2.333326044054232,2.9778777690066947,2.1675808051526197,2.0500664514207676,2.5005945208218567,2.555767575152341,4.031092157615144,3.486673370418537,2.6558794876480274,3.944950648378919,3.0044885303511557,2.492801823231528,419.73677266720546,364.8865983614362,489.2011397212333,404.59380299563225,450.7037303439931,408.8404979318017,511.59102866161624,498.54165424581527,500.1532216832117,436.1468730678567,0.658325576564715,0.6540837709857138,-0.4041025936435817,19.168402618454163,1566.4830316347866,10.726904804716803
2025-01-01 00:09:00,25.356400108964912,31.43388145064861,61.548756946745705,100.57230508685019,673.3507227853049,1089.8519245089037,32.22310950051775,49.53459947747607,7.7392208045134065,10.86265926254013,1.7075425242338893,3.2491638463702035,2.2123263915663394,3.8306958263615014,2.4573011020095175,1.9095855502234005,1.5668299499836191,1.724200662695604,2.104481091276589,2.1105801410563094,2.850545437079148,2.614350135225843,2.0264420271435197,2.049161069679031,2.1745840872581854,1.952457644573994,2.9116717521133295,3.220548472394481,2.372802032340884,3.8757937488843757,459.2166722440494,406.5098981385253,440.539836142452,427.86913680502823,428.8012497585066,517.1237689982106,467.2239161653675,464.22454440423104,470.47287016274385,490.31257540900583,0.6783697116509108,0.11762785863454217,-0.3632167467213268,19.734101037248678,860.9560767904109,7.771729436832621
